ID,X,Y
8,81.49086581650596,857.3504704117894
9,431.58458810744304,524.1934090172931
10,639.5108636613438,724.9591807266366
11,990.3009006468978,373.7446981067512
12,1137.3047237371434,969.3603095724262
31,58.89477660372115,506.1546713339303
35,256.05388932488256,694.5258461286184
36,256.3331881004084,260.7915611507094
37,298.0736592662834,518.7605741208453
39,360.09165887318136,892.2903023559697
40,655.1659400642316,364.1494806515852
41,894.544445807273,742.2881460392313
42,828.9019310612273,545.9856038165344
43,783.9986348245639,934.887526791299
45,1111.0737962430505,561.4714464171254
46,1332.4185740774067,386.35276455919484
48,1353.1284173861106,985.9487427265092
50,841.4551275082179,281.4549370574949
