ID,X,Y
-11,0,0
-12,0,1439
-21,1079,0
-22,1079,1439
12,98.69717000484775,595.0183667575881
43,79.56558084052249,927.0050867143257
47,32.46190194397533,255.9122254220581
48,106.32519899193171,417.95633856228716
68,197.22962139640794,623.5741749826494
69,394.7052430185172,419.52635968557684
70,582.190345315187,229.9398191601898
71,781.4492869701335,400.98361964787193
72,994.793200518626,588.3613591778621
73,956.433516810022,213.386540063812
74,1167.0557634839095,387.30209924912856
75,591.59650539986,604.6154231650785
76,390.10171301678497,823.2057575004902
77,803.6371667382383,807.4434666569185
78,1023.5627017982706,939.0651356368894
79,600.686569931879,946.4473243709456
82,294.80796454874576,247.60977005958816
83,1216.5664402000377,788.6823237670344
