ID,X,Y
-11,0,0
-12,0,1439
-21,1079,0
-22,1079,1439
8,93.95737270504904,844.8520094812311
9,444.18708663633424,518.3588852299372
10,648.7918140287035,720.6821716960188
11,1004.5090588787327,373.76849314160347
12,1145.3479106631326,973.8638981582471
35,267.79323236496543,685.1289415666016
37,311.14221208105187,511.96251065626336
39,368.70167515322555,884.3498518220882
40,666.5815301672076,359.44806298108
41,917.0998178808908,745.0440298356395
42,839.3484161552539,544.3374283541867
43,789.3251287844927,933.9254764376676
44,652.0161573567904,531.9181515884839
45,1124.7169366912035,563.603367918395
46,1350.7999267028854,388.90374379884287
48,1365.1569810473377,994.8078356829961
50,854.8184374236639,279.74659626167056
36,272.51590787968104,253.53071017870175
