ID,X,Y
-11,0,0
-12,0,1439
-21,1079,0
-22,1079,1439
15,288.35397631636755,445.6926693841649
16,362.50468268063963,653.4411214177841
18,884.9430541631315,959.3458352075321
19,1342.0744991081674,656.9592922912166
54,311.16464296029807,170.72790136287554
56,139.78676632999586,607.4948836518063
57,503.25411343633755,489.2634156112843
58,465.02929750785023,300.50444333537604
59,734.0265063155648,249.3688413402611
60,544.7595989223394,892.588007940895
61,731.0444342808651,534.7365383427563
62,769.6451898622993,737.442968992017
63,954.5539325245461,774.5461828912952
64,1018.3921445810286,593.1131213628687
66,1224.2660771295389,453.6272833418506
67,1247.1041997362784,830.8068378501204
81,1333.7432689188306,1044.1514678921694
