ID,X,Y
-11,0,0
-12,0,1439
-21,1079,0
-22,1079,1439
1,252.25315644394058,651.9929777967493
2,508.43462171657757,790.2499694268961
3,734.5117503000039,344.7246664448713
4,1015.3270161233281,642.9596492724194
5,1261.455011858049,393.17057410201875
21,449.50882503070954,599.840908405972
22,804.7715106508898,608.4284158428222
23,470.38736696669946,288.14720096451344
24,1010.6049920787856,283.85990985591087
25,1235.5544593952995,503.1604472045171
26,1261.2910408376922,760.89626100912
28,981.1492620108537,463.90186933409956
29,1291.9239533091613,120.39875395569383
32,734.603553718697,865.2650269032205
84,172.35107602281084,886.4365100754264
85,89.77054196018955,381.74191894998427
